Time,TVOC,eCO2,RawH2,RawEthanol,Temperature,Humidity,Pressure,Resistance
00:39:28,0,400,13861,19175,18.90,61.91,1013.69,166.449
00:39:29,0,400,13862,19179,18.89,61.89,1013.70,167.265
00:39:31,0,400,13866,19171,18.89,61.89,1013.70,167.594
00:39:32,0,400,13862,19173,18.89,61.85,1013.70,166.612
00:39:34,7,400,13867,19172,18.89,61.85,1013.71,166.612
00:39:35,6,400,13867,19170,18.89,61.83,1013.72,167.265
00:39:37,0,400,13869,19177,18.89,61.80,1013.71,167.923
00:39:38,1,400,13864,19184,18.89,61.79,1013.72,167.594
00:39:40,6,400,13861,19165,18.89,61.77,1013.71,168.754
00:39:41,1,400,13868,19176,18.89,61.74,1013.72,167.101
00:39:42,2,400,13863,19174,18.89,61.73,1013.71,167.923
00:39:44,5,400,13865,19178,18.89,61.71,1013.72,168.255
00:39:45,0,400,13866,19168,18.88,61.70,1013.72,168.255
00:39:47,0,400,13873,19173,18.88,61.69,1013.71,167.429
00:39:48,4,400,13875,19173,18.88,61.67,1013.71,168.421
00:39:50,0,400,13876,19181,18.88,61.67,1013.71,168.255
00:39:51,3,400,13876,19179,18.88,61.65,1013.72,168.255
00:39:52,0,400,13880,19178,18.88,61.65,1013.72,168.754
00:39:54,3,400,13862,19176,18.88,61.61,1013.72,168.754
00:39:55,0,400,13858,19180,18.88,61.55,1013.72,169.088
00:39:57,4,400,13849,19174,18.88,61.50,1013.73,169.256
00:39:58,2,400,13843,19174,18.88,61.42,1013.72,169.761
00:40:00,7,400,13837,19171,18.88,61.35,1013.72,169.761
00:40:01,6,400,13833,19171,18.88,61.26,1013.71,169.592
00:40:02,4,400,13831,19170,18.87,61.16,1013.72,170.099
00:40:04,10,400,13829,19165,18.87,61.05,1013.72,170.780
00:40:05,4,400,13826,19165,18.87,60.93,1013.72,171.123
00:40:07,5,400,13828,19173,18.87,60.79,1013.72,171.466
00:40:08,5,400,13825,19169,18.87,60.67,1013.73,171.639
00:40:10,3,400,13824,19170,18.87,60.57,1013.73,172.158
00:40:11,2,400,13821,19161,18.87,60.46,1013.72,173.383
00:40:13,6,400,13822,19166,18.87,60.35,1013.72,173.207
00:40:14,9,400,13821,19167,18.86,60.25,1013.72,173.383
00:40:15,5,400,13831,19171,18.86,60.19,1013.72,173.736
00:40:17,2,400,13833,19167,18.86,60.14,1013.72,174.268
00:40:18,2,400,13832,19165,18.86,60.11,1013.72,174.268
00:40:20,7,400,13832,19170,18.86,60.06,1013.72,174.446
00:40:21,6,400,13842,19168,18.86,60.02,1013.72,174.268
00:40:23,9,400,13827,19159,18.86,59.99,1013.72,174.446
00:40:24,6,400,13835,19169,18.86,59.94,1013.72,175.162
00:40:25,0,400,13842,19178,18.86,59.91,1013.72,174.624
00:40:27,4,400,13844,19166,18.86,59.89,1013.72,175.522
00:40:28,2,400,13858,19180,18.85,59.89,1013.72,175.162
00:40:30,0,400,13845,19173,18.85,59.91,1013.72,174.803
00:40:31,0,400,13844,19174,18.85,59.88,1013.72,174.624
00:40:33,2,400,13844,19176,18.85,59.88,1013.72,175.522
00:40:34,1,400,13842,19177,18.85,59.84,1013.72,175.884
00:40:35,0,400,13838,19184,18.85,59.84,1013.71,175.703
00:40:37,0,400,13834,19176,18.85,59.82,1013.72,176.066
00:40:38,0,400,13846,19191,18.85,59.79,1013.71,175.884
00:40:40,0,400,13839,19173,18.85,59.77,1013.71,176.612
00:40:41,4,400,13849,19178,18.85,59.75,1013.71,176.066
00:40:43,0,400,13853,19185,18.85,59.76,1013.71,176.066
00:40:44,0,400,13853,19185,18.84,59.76,1013.72,176.612
00:40:45,0,400,13847,19183,18.84,59.76,1013.72,175.522
00:40:47,0,400,13850,19188,18.84,59.76,1013.71,176.066
00:40:48,0,400,13861,19187,18.84,59.74,1013.72,175.884
00:40:50,0,400,13864,19193,18.84,59.75,1013.72,176.066
00:40:51,1,400,13863,19186,18.84,59.76,1013.72,175.703
00:40:53,3,400,13859,19184,18.84,59.80,1013.72,176.247
00:40:54,0,400,13859,19186,18.84,59.80,1013.72,176.066
00:40:56,3,400,13867,19185,18.84,59.85,1013.72,175.884
00:40:57,0,400,13869,19186,18.84,59.88,1013.73,176.066
00:40:58,0,400,13876,19188,18.84,59.93,1013.73,175.884
00:41:00,0,400,13886,19193,18.84,59.97,1013.73,175.703
00:41:01,0,400,13886,19196,18.84,60.04,1013.73,175.884
00:41:03,0,400,13885,19194,18.84,60.10,1013.73,175.522
00:41:04,0,400,13887,19194,18.84,60.15,1013.74,176.066
00:41:06,0,400,13893,19190,18.84,60.22,1013.74,174.803
00:41:07,0,400,13892,19193,18.84,60.27,1013.73,175.162
00:41:08,0,400,13892,19199,18.84,60.32,1013.73,174.446
00:41:10,0,400,13890,19197,18.84,60.37,1013.73,174.268
00:41:11,0,400,13880,19196,18.84,60.39,1013.73,174.803
00:41:13,0,400,13873,19193,18.84,60.39,1013.73,174.803
00:41:14,4,400,13874,19188,18.84,60.39,1013.73,173.913
00:41:16,6,400,13872,19195,18.84,60.41,1013.73,173.913
00:41:17,0,400,13874,19198,18.84,60.41,1013.73,174.803
00:41:18,8,400,13873,19188,18.84,60.43,1013.73,174.982
00:41:20,0,400,13877,19195,18.84,60.43,1013.73,174.803
00:41:21,0,400,13879,19194,18.84,60.45,1013.73,174.090
00:41:23,2,400,13879,19200,18.84,60.45,1013.73,174.268
00:41:24,2,400,13875,19196,18.84,60.43,1013.72,174.803
00:41:26,5,400,13874,19194,18.84,60.41,1013.72,174.268
00:41:27,1,400,13881,19195,18.84,60.41,1013.72,174.624
00:41:29,0,400,13885,19196,18.84,60.43,1013.72,174.803
00:41:30,3,400,13885,19204,18.84,60.42,1013.73,174.090
00:41:31,1,400,13883,19200,18.84,60.43,1013.72,174.624
00:41:33,0,400,13884,19198,18.84,60.45,1013.72,174.446
00:41:34,1,400,13892,19196,18.84,60.44,1013.72,174.090
00:41:36,0,400,13883,19193,18.84,60.47,1013.73,174.803
00:41:37,0,400,13900,19204,18.84,60.47,1013.73,174.624
00:41:39,0,400,13898,19199,18.83,60.48,1013.72,174.624
00:41:40,0,400,13911,19202,18.83,60.47,1013.72,174.268
00:41:41,0,400,13916,19202,18.83,60.53,1013.72,173.736
00:41:43,0,400,13915,19207,18.83,60.56,1013.72,173.736
00:41:44,0,400,13922,19210,18.83,60.58,1013.72,174.268
00:41:46,0,400,13916,19204,18.83,60.62,1013.72,174.268
00:41:47,0,400,13911,19217,18.83,60.65,1013.73,173.913
00:41:49,0,400,13923,19222,18.83,60.67,1013.73,174.090
00:41:50,0,400,13921,19210,18.82,60.69,1013.73,174.090
00:41:51,0,400,13916,19218,18.82,60.72,1013.73,173.207
00:41:53,0,400,13917,19208,18.82,60.76,1013.74,173.207
00:41:54,0,400,13919,19212,18.82,60.77,1013.74,173.383
00:41:56,0,400,13917,19210,18.82,60.80,1013.74,173.031
00:41:57,0,400,13918,19208,18.82,60.81,1013.74,174.446
00:41:59,0,400,13922,19211,18.81,60.84,1013.74,174.090
00:42:00,0,400,13931,19209,18.81,60.87,1013.74,173.736
00:42:02,0,400,13927,19226,18.81,60.95,1013.73,173.031
00:42:03,0,400,13930,19220,18.81,60.99,1013.73,173.031
00:42:04,0,400,13925,19216,18.80,61.05,1013.73,172.856
00:42:06,0,400,13922,19213,18.80,61.10,1013.73,172.506
00:42:07,3,400,13926,19223,18.80,61.15,1013.73,172.332
00:42:09,5,400,13921,19207,18.80,61.21,1013.73,172.506
00:42:10,0,400,13920,19213,18.80,61.24,1013.73,172.681
00:42:12,0,400,13918,19219,18.79,61.29,1013.73,172.332
00:42:13,4,400,13910,19211,18.79,61.36,1013.74,171.639
00:42:14,0,400,13907,19222,18.79,61.39,1013.74,171.639
00:42:16,6,400,13902,19210,18.79,61.40,1013.74,171.639
00:42:17,0,400,13892,19211,18.79,61.40,1013.74,172.506
00:42:19,5,400,13883,19211,18.79,61.36,1013.74,172.158
00:42:20,6,400,13883,19209,18.78,61.29,1013.73,172.681
00:42:22,6,400,13886,19214,18.78,61.19,1013.74,172.506
00:42:23,1,400,13894,19217,18.78,61.10,1013.74,172.332
00:42:24,3,400,13898,19212,18.78,61.02,1013.74,173.736
00:42:26,0,400,13911,19226,18.77,60.94,1013.74,173.383
00:42:27,0,400,13908,19225,18.77,60.92,1013.73,174.090
00:42:29,0,400,13918,19221,18.77,60.89,1013.73,174.090
00:42:30,0,400,13919,19226,18.77,60.90,1013.74,173.736
00:42:32,1,400,13917,19222,18.77,60.92,1013.74,173.736
00:42:33,0,400,13917,19225,18.76,60.94,1013.73,172.856
00:42:35,0,400,13920,19225,18.76,60.97,1013.73,173.736
00:42:36,0,400,13918,19230,18.76,61.01,1013.74,173.736
00:42:37,0,400,13916,19228,18.76,61.05,1013.73,173.207
00:42:39,2,400,13910,19226,18.76,61.08,1013.73,172.856
00:42:40,0,400,13911,19226,18.76,61.10,1013.72,172.681
00:42:42,0,400,13922,19232,18.76,61.14,1013.72,173.383
00:42:43,0,400,13921,19236,18.76,61.19,1013.72,172.332
00:42:45,0,400,13909,19224,18.76,61.23,1013.71,172.506
00:42:46,2,400,13911,19234,18.76,61.27,1013.72,172.332
00:42:47,0,400,13902,19223,18.76,61.31,1013.72,171.812
00:42:49,0,400,13904,19225,18.76,61.33,1013.73,172.681
00:42:50,1,400,13893,19231,18.76,61.31,1013.72,172.856
00:42:52,2,400,13897,19232,18.76,61.29,1013.73,172.681
00:42:53,0,400,13896,19228,18.76,61.23,1013.74,172.332
00:42:55,0,400,13895,19228,18.76,61.15,1013.74,173.031
00:42:56,3,400,13895,19226,18.76,61.11,1013.74,173.736
00:42:57,4,400,13893,19214,18.76,61.05,1013.74,173.736
00:42:59,5,400,13897,19225,18.76,61.01,1013.74,173.383
00:43:00,0,400,13900,19238,18.76,60.96,1013.74,173.383
00:43:02,4,400,13902,19226,18.76,60.90,1013.74,173.913
00:43:03,3,400,13909,19232,18.76,60.87,1013.74,173.736
00:43:05,1,400,13912,19230,18.76,60.86,1013.73,174.268
00:43:06,0,400,13916,19231,18.76,60.85,1013.73,173.913
00:43:07,0,400,13917,19240,18.76,60.86,1013.73,173.736
00:43:09,0,400,13913,19233,18.76,60.89,1013.74,173.383
00:43:10,2,400,13912,19237,18.76,60.90,1013.74,173.736
00:43:12,2,400,13911,19234,18.76,60.92,1013.74,174.090
00:43:13,0,400,13911,19242,18.76,60.92,1013.74,173.913
00:43:15,0,400,13904,19235,18.76,60.94,1013.74,174.090
00:43:16,0,400,13902,19239,18.76,60.93,1013.75,173.736
00:43:18,0,400,13898,19242,18.76,60.91,1013.75,174.090
00:43:19,5,400,13894,19243,18.76,60.89,1013.75,174.090
00:43:20,1,400,13899,19235,18.76,60.84,1013.75,174.446
00:43:22,0,400,13896,19244,18.76,60.81,1013.75,174.446
00:43:23,3,400,13896,19235,18.76,60.76,1013.75,174.624
00:43:25,0,400,13891,19234,18.76,60.68,1013.75,174.803
00:43:26,0,400,13897,19234,18.76,60.63,1013.74,175.162
00:43:28,0,400,13888,19235,18.76,60.58,1013.75,174.624
00:43:29,0,400,13887,19240,18.76,60.53,1013.75,175.162
00:43:30,0,400,13890,19237,18.77,60.48,1013.75,175.342
00:43:32,2,400,13886,19233,18.77,60.45,1013.74,175.522
00:43:33,2,400,13887,19228,18.77,60.39,1013.73,175.884
00:43:35,8,400,13892,19232,18.77,60.35,1013.74,176.066
00:43:36,4,400,13887,19234,18.77,60.33,1013.74,176.430
00:43:38,1,400,13894,19236,18.77,60.27,1013.74,176.978
00:43:39,0,400,13883,19235,18.78,60.24,1013.74,176.978
00:43:40,0,400,13886,19232,18.78,60.21,1013.74,176.066
00:43:42,2,400,13888,19239,18.78,60.16,1013.74,176.795
00:43:43,0,400,13885,19239,18.79,60.12,1013.74,176.795
00:43:45,3,400,13882,19240,18.79,60.09,1013.75,177.162
00:43:46,0,400,13878,19245,18.79,60.06,1013.75,176.430
00:43:48,4,400,13876,19241,18.79,60.03,1013.75,176.430
00:43:49,5,400,13877,19234,18.80,59.98,1013.76,177.346
00:43:51,13,400,13876,19226,18.80,59.95,1013.76,178.086
00:43:52,11,400,13888,19237,18.80,59.91,1013.76,177.346
00:43:53,9,400,13890,19224,18.81,59.89,1013.75,177.162
00:43:55,6,400,13891,19225,18.81,59.90,1013.75,176.978
00:43:56,3,400,13899,19236,18.81,59.91,1013.75,176.978
00:43:58,5,400,13889,19228,18.82,59.91,1013.74,176.978
00:43:59,5,400,13886,19227,18.82,59.92,1013.74,177.716
00:44:01,7,400,13883,19229,18.82,59.91,1013.75,177.346
00:44:02,9,400,13883,19226,18.82,59.91,1013.75,177.162
00:44:03,10,400,13884,19227,18.83,59.89,1013.75,177.716
00:44:05,14,400,13876,19225,18.83,59.89,1013.75,177.716
00:44:06,9,400,13881,19225,18.83,59.86,1013.75,177.716
00:44:08,2,400,13890,19232,18.84,59.84,1013.75,177.716
00:44:09,3,400,13880,19231,18.84,59.84,1013.76,176.978
00:44:11,8,400,13875,19222,18.84,59.82,1013.75,176.795
00:44:12,5,400,13880,19232,18.85,59.84,1013.76,177.531
00:44:13,9,400,13876,19225,18.85,59.82,1013.76,176.795
00:44:15,13,400,13876,19216,18.85,59.82,1013.76,178.086
00:44:16,10,400,13877,19223,18.86,59.80,1013.75,178.086
00:44:18,9,400,13877,19225,18.86,59.81,1013.75,177.716
00:44:19,12,400,13873,19223,18.86,59.77,1013.75,177.531
00:44:21,7,400,13875,19225,18.86,59.77,1013.75,177.716
00:44:22,11,400,13874,19225,18.87,59.75,1013.76,177.716
00:44:24,15,400,13871,19222,18.87,59.73,1013.76,177.901
00:44:25,15,400,13876,19216,18.87,59.70,1013.75,178.272
00:44:26,9,400,13868,19223,18.88,59.68,1013.75,177.346
00:44:28,15,400,13863,19222,18.88,59.66,1013.75,177.901
00:44:29,13,400,13857,19212,18.88,59.65,1013.74,178.086
00:44:31,19,400,13856,19218,18.89,59.65,1013.75,177.716
00:44:32,14,400,13868,19217,18.89,59.62,1013.75,177.901
00:44:34,22,400,13862,19215,18.89,59.59,1013.75,178.086
00:44:35,24,400,13861,19214,18.90,59.55,1013.75,178.086
00:44:36,13,400,13873,19219,18.90,59.55,1013.76,178.086
00:44:38,16,400,13877,19219,18.90,59.57,1013.76,177.346
00:44:39,21,400,13883,19210,18.91,59.65,1013.76,177.716
00:44:41,16,400,13884,19214,18.91,59.71,1013.75,177.531
00:44:42,18,400,13883,19212,18.91,59.77,1013.75,176.978
00:44:44,18,400,13882,19210,18.91,59.83,1013.75,176.795
00:44:45,18,400,13883,19202,18.91,59.88,1013.74,177.162
00:44:46,19,400,13886,19203,18.92,59.92,1013.74,176.978
00:44:48,21,400,13884,19209,18.92,59.96,1013.74,176.247
00:44:49,20,400,13887,19209,18.92,59.97,1013.74,176.978
00:44:51,14,400,13882,19210,18.92,59.95,1013.74,176.795
00:44:52,22,400,13875,19203,18.93,59.95,1013.74,176.978
00:44:54,18,400,13878,19209,18.93,59.92,1013.74,177.346
00:44:55,21,400,13873,19211,18.93,59.86,1013.74,177.716
00:44:56,19,400,13873,19209,18.93,59.76,1013.74,178.459
00:44:58,16,400,13869,19211,18.93,59.67,1013.74,178.459
00:44:59,20,400,13865,19208,18.93,59.56,1013.74,178.272
00:45:01,20,400,13865,19210,18.93,59.44,1013.73,178.833
00:45:02,19,400,13862,19212,18.93,59.36,1013.73,179.586
00:45:04,19,400,13858,19209,18.94,59.25,1013.72,180.154
00:45:05,15,400,13862,19210,18.94,59.13,1013.72,179.586
00:45:07,18,400,13861,19208,18.94,59.04,1013.72,180.727
00:45:08,16,400,13864,19215,18.94,58.94,1013.73,180.345
00:45:09,21,400,13862,19211,18.94,58.83,1013.72,181.689
00:45:11,16,400,13863,19214,18.94,58.76,1013.73,181.689
00:45:12,20,400,13867,19208,18.94,58.70,1013.72,181.303
00:45:14,17,400,13866,19216,18.94,58.66,1013.72,181.882
00:45:15,19,400,13865,19206,18.94,58.62,1013.73,182.661
00:45:17,17,400,13863,19216,18.94,58.58,1013.73,182.661
00:45:18,24,400,13866,19218,18.94,58.51,1013.74,183.053
00:45:19,14,400,13863,19213,18.94,58.47,1013.74,182.661
00:45:21,16,400,13866,19213,18.94,58.42,1013.74,182.661
00:45:22,14,400,13866,19216,18.94,58.36,1013.74,184.040
00:45:24,20,400,13862,19218,18.93,58.29,1013.73,184.837
00:45:25,20,400,13861,19215,18.93,58.23,1013.72,184.637
00:45:27,11,400,13872,19226,18.93,58.15,1013.72,183.644
00:45:28,12,400,13864,19221,18.93,58.13,1013.71,184.837
00:45:29,14,400,13869,19221,18.93,58.15,1013.71,184.238
00:45:31,13,400,13873,19219,18.93,58.21,1013.72,183.446
00:45:32,12,400,13880,19223,18.93,58.32,1013.72,184.040
00:45:34,10,400,13879,19230,18.93,58.46,1013.72,182.661
00:45:35,7,400,13873,19222,18.93,58.54,1013.73,183.249
00:45:37,8,400,13878,19219,18.93,58.60,1013.73,183.446
00:45:38,10,400,13874,19220,18.93,58.63,1013.73,182.857
00:45:40,10,400,13871,19224,18.93,58.64,1013.73,183.446
00:45:41,5,400,13873,19230,18.93,58.66,1013.73,183.644
00:45:42,8,400,13874,19228,18.92,58.70,1013.73,182.076
00:45:44,6,400,13880,19227,18.92,58.74,1013.73,182.271
00:45:45,8,400,13880,19231,18.92,58.82,1013.73,182.271
00:45:47,8,400,13877,19227,18.92,58.90,1013.73,183.053
00:45:48,6,400,13883,19227,18.92,58.94,1013.73,182.271
00:45:50,0,400,13879,19231,18.91,59.01,1013.74,181.689
00:45:51,5,400,13881,19234,18.91,59.05,1013.75,182.661
00:45:52,1,400,13876,19237,18.91,59.07,1013.74,182.466
00:45:54,1,400,13875,19234,18.91,59.10,1013.74,181.495
00:45:55,13,400,13876,19239,18.91,59.13,1013.74,181.882
00:45:57,3,400,13886,19232,18.91,59.16,1013.73,181.110
00:45:58,0,400,13885,19230,18.91,59.21,1013.72,181.303
00:46:00,0,400,13885,19236,18.90,59.27,1013.72,181.110
00:46:01,0,400,13888,19244,18.90,59.33,1013.73,180.918
00:46:02,0,400,13892,19242,18.90,59.42,1013.73,180.727
00:46:04,0,400,13887,19249,18.90,59.52,1013.73,180.345
00:46:05,2,400,13888,19246,18.90,59.58,1013.74,180.535
00:46:07,1,400,13896,19245,18.90,59.62,1013.74,180.727
00:46:08,0,400,13900,19254,18.90,59.63,1013.74,180.727
00:46:10,0,400,13899,19241,18.90,59.59,1013.74,180.918
00:46:11,0,400,13903,19245,18.90,59.52,1013.74,181.495
00:46:13,0,400,13906,19254,18.90,59.44,1013.74,181.303
00:46:14,0,400,13909,19257,18.90,59.37,1013.75,181.882
00:46:15,0,400,13910,19256,18.90,59.32,1013.74,182.271
00:46:17,0,400,13906,19253,18.90,59.29,1013.73,181.495
00:46:18,0,400,13900,19254,18.90,59.30,1013.72,181.689
00:46:20,0,400,13903,19249,18.90,59.33,1013.72,181.303
00:46:21,0,400,13897,19255,18.90,59.32,1013.73,181.882
00:46:23,0,400,13908,19261,18.90,59.29,1013.73,182.271
00:46:24,0,400,13909,19264,18.90,59.21,1013.72,182.661
00:46:25,0,400,13908,19261,18.90,59.16,1013.71,182.466
00:46:27,0,400,13914,19257,18.90,59.07,1013.72,182.661
00:46:28,0,400,13914,19265,18.90,58.95,1013.72,184.238
00:46:30,0,400,13913,19263,18.90,58.80,1013.72,184.238
00:46:31,0,400,13914,19263,18.90,58.63,1013.72,185.641
00:46:33,0,400,13915,19268,18.90,58.44,1013.72,185.843
00:46:34,0,400,13910,19267,18.90,58.29,1013.73,187.271
00:46:35,0,400,13915,19272,18.90,58.11,1013.73,191.294
00:46:37,0,400,13917,19279,18.90,57.98,1013.74,191.509
00:46:38,0,400,13920,19276,18.90,57.87,1013.73,191.616
00:46:40,0,400,13920,19285,18.90,57.81,1013.73,192.264
00:46:41,0,400,13914,19280,18.89,57.68,1013.72,192.916
00:46:43,0,400,13914,19282,18.89,57.51,1013.72,194.123
00:46:44,0,400,13916,19278,18.89,57.34,1013.73,194.899
00:46:46,0,400,13917,19288,18.89,57.14,1013.73,195.681
00:46:47,0,400,13917,19291,18.89,56.96,1013.73,195.793
00:46:48,0,400,13920,19287,18.89,56.77,1013.73,196.923
00:46:50,0,400,13920,19291,18.89,56.65,1013.73,197.036
00:46:51,0,400,13930,19304,18.89,56.52,1013.74,197.721
00:46:53,0,400,13923,19294,18.89,56.41,1013.73,197.950
00:46:54,0,400,13920,19293,18.89,56.29,1013.73,198.295
00:46:56,0,400,13921,19294,18.90,56.20,1013.73,198.873
00:46:57,0,400,13924,19307,18.90,56.14,1013.73,198.642
00:46:58,0,400,13928,19305,18.90,56.10,1013.74,199.454
00:47:00,0,400,13927,19296,18.90,56.07,1013.73,198.642
00:47:01,0,400,13921,19298,18.90,56.04,1013.74,198.989
00:47:03,0,400,13928,19291,18.90,55.98,1013.72,199.338
00:47:04,0,400,13922,19299,18.90,55.91,1013.73,199.571
00:47:06,0,400,13923,19304,18.90,55.84,1013.72,200.156
00:47:07,0,400,13922,19300,18.91,55.79,1013.72,200.626
00:47:08,0,400,13924,19304,18.91,55.73,1013.72,200.156
00:47:10,0,400,13919,19295,18.91,55.70,1013.72,200.273
00:47:11,0,400,13926,19306,18.91,55.68,1013.70,200.273
00:47:13,0,400,13929,19301,18.91,55.74,1013.70,199.687
00:47:14,0,400,13933,19302,18.92,55.83,1013.70,198.180
00:47:16,0,400,13930,19306,18.92,55.94,1013.70,198.873
00:47:17,0,400,13931,19299,18.92,56.08,1013.70,198.180
00:47:18,0,400,13928,19301,18.92,56.17,1013.70,198.411
00:47:20,0,400,13927,19301,18.92,56.24,1013.70,197.036
00:47:21,0,400,13927,19302,18.93,56.30,1013.70,198.642
00:47:23,0,400,13922,19300,18.93,56.35,1013.70,197.950
00:47:24,0,400,13931,19301,18.93,56.38,1013.70,197.607
00:47:26,0,400,13926,19301,18.93,56.44,1013.70,197.836
00:47:27,0,400,13929,19309,18.93,56.50,1013.69,197.378
00:47:29,0,400,13932,19303,18.94,56.58,1013.69,196.469
00:47:30,0,400,13930,19298,18.94,56.66,1013.69,196.243
00:47:31,0,400,13931,19303,18.94,56.74,1013.70,195.905
00:47:33,0,400,13932,19298,18.94,56.85,1013.70,195.233
00:47:34,0,400,13933,19304,18.94,56.96,1013.70,195.121
00:47:36,0,400,13946,19307,18.95,57.07,1013.70,194.344
00:47:37,0,400,13939,19303,18.95,57.19,1013.70,194.344
00:47:39,1,400,13935,19299,18.95,57.24,1013.70,194.344
00:47:40,0,400,13930,19304,18.95,57.28,1013.70,194.676
00:47:41,0,400,13933,19306,18.95,57.28,1013.70,194.455
00:47:43,4,400,13938,19303,18.95,57.29,1013.70,194.123
00:47:44,4,400,13941,19302,18.96,57.35,1013.70,192.916
00:47:46,0,400,13940,19298,18.96,57.45,1013.70,192.481
00:47:47,5,400,13939,19305,18.96,57.51,1013.70,192.807
00:47:49,0,400,13938,19301,18.96,57.56,1013.70,192.372
00:47:50,0,400,13944,19304,18.96,57.61,1013.69,191.509
00:47:51,2,400,13945,19302,18.96,57.67,1013.69,191.940
00:47:53,3,400,13934,19297,18.96,57.70,1013.68,192.264
00:47:54,7,400,13927,19298,18.96,57.73,1013.69,191.940
00:47:56,5,400,13925,19297,18.96,57.73,1013.69,191.616
00:47:57,3,400,13928,19290,18.97,57.70,1013.69,191.832
00:47:59,0,400,13937,19304,18.97,57.72,1013.69,191.187
00:48:00,3,400,13934,19303,18.97,57.73,1013.69,191.724
00:48:02,7,400,13931,19297,18.97,57.72,1013.68,187.271
00:48:03,8,400,13935,19295,18.97,57.68,1013.69,187.066
00:48:04,7,400,13929,19295,18.97,57.68,1013.68,187.271
00:48:06,11,400,13930,19288,18.97,57.67,1013.69,191.401
00:48:07,5,400,13934,19301,18.97,57.69,1013.69,187.066
00:48:09,7,400,13925,19290,18.97,57.69,1013.70,186.656
00:48:10,6,400,13923,19294,18.97,57.67,1013.70,186.861
00:48:12,0,400,13927,19300,18.98,57.63,1013.69,187.271
00:48:13,6,400,13927,19287,18.98,57.62,1013.69,187.066
00:48:14,6,400,13924,19289,18.98,57.56,1013.70,191.724
00:48:16,8,400,13920,19289,18.98,57.50,1013.70,191.616
00:48:17,1,400,13917,19290,18.98,57.42,1013.70,191.940
00:48:19,1,400,13918,19294,18.98,57.34,1013.71,191.294
00:48:20,4,400,13916,19290,18.98,57.27,1013.71,192.481
00:48:22,10,400,13918,19290,18.98,57.21,1013.70,192.807
00:48:23,10,400,13928,19291,18.98,57.20,1013.70,192.807
00:48:24,2,400,13929,19292,18.98,57.20,1013.70,195.457
00:48:26,6,400,13925,19293,18.98,57.19,1013.70,191.401
00:48:27,8,400,13918,19292,18.98,57.18,1013.70,192.481
00:48:29,8,400,13921,19290,18.98,57.19,1013.69,192.372
00:48:30,8,400,13927,19291,18.99,57.18,1013.69,192.589
00:48:32,11,400,13925,19287,18.99,57.17,1013.69,192.264
00:48:33,11,400,13922,19288,18.99,57.12,1013.69,193.244
00:48:35,8,400,13916,19288,18.99,57.09,1013.70,192.807
00:48:36,9,400,13922,19290,18.99,57.05,1013.69,193.025
00:48:37,11,400,13921,19288,18.99,57.03,1013.69,193.682
00:48:39,7,400,13918,19294,18.99,56.98,1013.69,193.902
00:48:40,9,400,13912,19285,18.99,56.96,1013.69,194.344
00:48:42,6,400,13914,19295,18.99,56.91,1013.69,194.344
00:48:43,3,400,13917,19283,18.99,56.89,1013.70,194.899
00:48:45,6,400,13915,19295,18.99,56.83,1013.69,194.676
00:48:46,8,400,13920,19293,18.99,56.78,1013.69,195.010
00:48:47,3,400,13924,19296,18.99,56.75,1013.69,195.233
00:48:49,6,400,13923,19286,18.99,56.73,1013.69,195.569
00:48:50,8,400,13914,19289,18.99,56.69,1013.69,194.565
00:48:52,6,400,13918,19303,18.98,56.64,1013.69,195.233
00:48:53,10,400,13921,19294,18.98,56.56,1013.69,196.809
00:48:55,7,400,13920,19294,18.98,56.52,1013.69,196.356
00:48:56,1,400,13917,19291,18.98,56.47,1013.69,196.018
00:48:57,5,400,13917,19288,18.98,56.42,1013.68,197.150
00:48:59,10,400,13920,19299,18.98,56.38,1013.69,197.607
00:49:00,4,400,13918,19298,18.98,56.35,1013.70,197.721
00:49:02,0,400,13923,19295,18.98,56.35,1013.69,197.036
00:49:03,5,400,13920,19290,18.98,56.38,1013.68,197.607
00:49:05,5,400,13926,19292,18.98,56.49,1013.69,196.469
00:49:06,7,400,13935,19294,18.98,56.64,1013.69,195.793
00:49:08,4,400,13931,19295,18.98,56.81,1013.69,195.345
00:49:09,4,400,13930,19287,18.98,57.05,1013.69,194.012
00:49:10,9,400,13933,19290,18.98,57.33,1013.69,192.372
00:49:12,6,400,13941,19288,18.98,57.61,1013.69,187.271
00:49:13,3,400,13948,19291,18.98,57.88,1013.68,186.453
00:49:15,5,400,13947,19297,18.98,58.16,1013.69,185.843
00:49:16,8,400,13946,19292,18.98,58.42,1013.69,183.842
00:49:18,3,400,13945,19290,18.98,58.65,1013.70,183.842
00:49:19,3,400,13944,19292,18.98,58.83,1013.71,183.644
00:49:20,1,400,13938,19293,18.98,58.95,1013.71,183.446
00:49:22,9,400,13934,19286,18.98,59.00,1013.71,184.040
00:49:23,5,400,13931,19293,18.98,59.00,1013.71,183.446
00:49:25,1,400,13928,19291,18.98,58.97,1013.71,183.842
00:49:26,2,400,13930,19296,18.98,58.91,1013.71,184.238
00:49:28,5,400,13933,19296,18.98,58.84,1013.70,184.238
00:49:29,6,400,13933,19286,18.98,58.75,1013.70,185.037
00:49:30,9,400,13934,19288,18.98,58.69,1013.70,184.238
00:49:32,10,400,13932,19288,18.98,58.62,1013.70,185.641
